year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,release_date,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations,Oscar_Best_Picture_won,Oscar_Best_Picture_nominated,Oscar_Best_Director_won,Oscar_Best_Director_nominated,Oscar_Best_Actor_won,Oscar_Best_Actor_nominated,Oscar_Best_Actress_won,Oscar_Best_Actress_nominated,Oscar_Best_Supporting_Actor_won,Oscar_Best_Supporting_Actor_nominated,Oscar_Best_Supporting_Actress_won,Oscar_Best_Supporting_Actress_nominated,Oscar_Best_AdaScreen_won,Oscar_Best_AdaScreen_nominated,Oscar_Best_OriScreen_won,Oscar_Best_OriScreen_nominated,Oscar_nominated,Oscar_nominated_categories,Golden_Globes_won,Golden_Globes_won_categories,Golden_Globes_nominated,Golden_Globes_nominated_categories,BAFTA_won,BAFTA_won_categories,BAFTA_nominated,BAFTA_nominated_categories,Screen_Actors_Guild_won,Screen_Actors_Guild_won_categories,Screen_Actors_Guild_nominated,Screen_Actors_Guild_nominated_categories,Critics_Choice_won,Critics_Choice_won_categories,Critics_Choice_nominated,Critics_Choice_nominated_categories,Directors_Guild_won,Directors_Guild_won_categories,Directors_Guild_nominated,Directors_Guild_nominated_categories,Producers_Guild_won,Producers_Guild_won_categories,Producers_Guild_nominated,Producers_Guild_nominated_categories,Art_Directors_Guild_won,Art_Directors_Guild_won_categories,Art_Directors_Guild_nominated,Art_Directors_Guild_nominated_categories,Writers_Guild_won,Writers_Guild_won_categories,Writers_Guild_nominated,Writers_Guild_nominated_categories,Costume_Designers_Guild_won,Costume_Designers_Guild_won_categories,Costume_Designers_Guild_nominated,Costume_Designers_Guild_nominated_categories,Online_Film_Television_Association_won,Online_Film_Television_Association_won_categories,Online_Film_Television_Association_nominated,Online_Film_Television_Association_nominated_categories,Online_Film_Critics_Society_won,Online_Film_Critics_Society_won_categories,Online_Film_Critics_Society_nominated,Online_Film_Critics_Society_nominated_categories,People_Choice_won,People_Choice_won_categories,People_Choice_nominated,People_Choice_nominated_categories,London_Critics_Circle_Film_won,London_Critics_Circle_Film_won_categories,London_Critics_Circle_Film_nominated,London_Critics_Circle_Film_nominated_categories,American_Cinema_Editors_won,American_Cinema_Editors_won_categories,American_Cinema_Editors_nominated,American_Cinema_Editors_nominated_categories,Hollywood_Film_won,Hollywood_Film_won_categories,Hollywood_Film_nominated,Hollywood_Film_nominated_categories,Austin_Film_Critics_Association_won,Austin_Film_Critics_Association_won_categories,Austin_Film_Critics_Association_nominated,Austin_Film_Critics_Association_nominated_categories,Denver_Film_Critics_Society_won,Denver_Film_Critics_Society_won_categories,Denver_Film_Critics_Society_nominated,Denver_Film_Critics_Society_nominated_categories,Boston_Society_of_Film_Critics_won,Boston_Society_of_Film_Critics_won_categories,Boston_Society_of_Film_Critics_nominated,Boston_Society_of_Film_Critics_nominated_categories,New_York_Film_Critics_Circle_won,New_York_Film_Critics_Circle_won_categories,New_York_Film_Critics_Circle_nominated,New_York_Film_Critics_Circle_nominated_categories,Los_Angeles_Film_Critics_Association_won,Los_Angeles_Film_Critics_Association_won_categories,Los_Angeles_Film_Critics_Association_nominated,Los_Angeles_Film_Critics_Association_nominated_categories,release_date.year,release_date.month,release_date.day-of-month,release_date.day-of-week
2001,Nowhere in Africa,tt0161860,R,141,Biography|Drama,7.69999981,72,A German Jewish refugee family moves to and adjusts to a farm life in 1930s Kenya.,10887,6170000,2003-05-16,84,73,,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film,0,,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2003,5,16,5
2000,Cast Away,tt0162222,PG-13,143,Adventure|Drama|Romance,7.69999981,73,A FedEx executive must transform himself physically and emotionally to survive a crash landing on a deserted island.,409544,233630000,2000-12-22,1060,222,690,6,15,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,2,Best Performance by an Actor in a Leading Role|Best Sound,1,Best Performance by an Actor in a Motion Picture - Drama,1,Best Performance by an Actor in a Motion Picture - Drama,0,,1,Best Performance by an Actor in a Leading Role,0,,1,Outstanding Performance by a Male Actor in a Leading Role,1,Best Inanimate Object,2,Best Inanimate Object|Best Picture,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Actor|Best Sound Mixing,6,Best Actor|Best Sound Mixing|Best Makeup and Hairstyling|Best Sound Effects Editing|Best Visual Effects|Best Cinematic Moment,1,Best Actor,1,Best Actor,0,,0,,0,,0,,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,0,,0,,0,,1,Best Actor,1,Best Actor,1,Best Actor,0,,0,,2000,12,22,5
2001,Ghost World,tt0162346,R,111,Comedy|Drama,7.4000001,88,"With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.",98471,6200000,2001-09-21,489,123,2232,4,21,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,1,Best Adapted Screenplay,0,,2,Best Performance by an Actress in a Motion Picture - Comedy or Musical|Best Performance by an Actor in a Supporting Role in a Motion Picture,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Screenplay Based on Material Previously Produced or Published,0,,0,,1,"Best Writing, Screenplay Based on Material from Another Medium",4,"Best Writing, Screenplay Based on Material from Another Medium|Best Supporting Actor|Best Breakthrough Performance - Female|Best First Screenplay",2,Best Supporting Actor|Top Ten Films of the Year,7,Best Supporting Actor|Top Ten Films of the Year|Best Picture|Best Actress|Best Supporting Actress|Best Ensemble|Best Adapted Screenplay,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Supporting Actress|Best Supporting Actor|Best Screenplay,1,Best Supporting Actor,3,Best Supporting Actor|Best First Film|Best Supporting Actress,0,,1,Best Screenplay,2001,9,21,5
2001,Jurassic Park III,tt0163025,PG-13,92,Action|Adventure|Sci-Fi,5.9000001,42,"A decidedly odd couple with ulterior motives convince Dr. Alan Grant to go to Isla Sorna (the second InGen dinosaur lab.), resulting in an unexpected landing...and unexpected new inhabitants on the island.",227486,181170000,2001-07-18,1247,197,2041,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Visual Effects,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2001,7,18,3
2000,The Beach,tt0163978,R,119,Adventure|Drama|Romance,6.5999999,43,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",182324,39780000,2000-02-11,553,118,1240,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2000,2,11,5
2000,Hollow Man,tt0164052,R,112,Action|Horror|Sci-Fi,5.69999981,24,"Scientists discover how to make people invisible, but their test subject becomes an insane killer who stalks them.",104404,73210000,2000-08-04,630,177,2149,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Effects, Visual Effects",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2000,8,4,5
2002,The Sum of All Fears,tt0164184,PG-13,124,Action|Drama|Thriller,6.4000001,45,CIA analyst Jack Ryan must stop the plans of a Neo Nazis faction that threatens to induce a catastrophic conflict between the United States and Russia's newly elected president by detonating a nuclear weapon at a football game in Baltimore.,88382,118470000,2002-05-31,568,176,1974,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2002,5,31,5
2001,Along Came a Spider,tt0164334,R,104,Crime|Drama|Thriller,6.30000019,42,"When a congressman's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.",60579,74060000,2001-04-06,318,133,1872,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2001,4,6,5
2000,Romeo Must Die,tt0165929,R,115,Action|Crime|Thriller,6.0999999,52,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,58111,55970000,2000-03-22,368,69,2339,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2000,3,22,3
2002,Spirit: Stallion of the Cimarron,tt0166813,G,83,Animation|Adventure|Family,7.0999999,52,"A wild stallion is captured by humans and slowly loses the will to resist training. Yet throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.",46943,73220000,2002-05-24,219,105,3222,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Animated Feature,0,,1,Best Original Song - Motion Picture,0,,0,,0,,0,,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Animated Picture,0,,1,Best Animated Feature,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2002,5,24,5
2001,Mulholland Drive,tt0166924,R,147,Drama|Mystery|Thriller,8.0,81,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",247207,7220000,2001-10-19,1778,253,564,11,29,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Achievement in Directing,0,,4,Best Motion Picture - Drama|Best Director - Motion Picture|Best Screenplay - Motion Picture|Best Original Score - Motion Picture,0,,1,Best Editing,0,,0,,0,,1,Best Picture,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Contemporary Film,1,Best Breakthrough Performance - Female,4,"Best Breakthrough Performance - Female|Best Actress|Best Director|Best Music, Original Score",6,Best Picture|Best Director|Best Actress|Best Original Score|Best Breakthrough Performance|Top Ten Films of the Year,8,Best Picture|Best Director|Best Actress|Best Original Score|Best Breakthrough Performance|Top Ten Films of the Year|Best Original Screenplay|Best Cinematography,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,Best Film|Best Director,3,Best Film|Best Director|Best Actress,1,Best Film,4,Best Film|Best Actress|Best Director|Best Cinematographer,1,Best Director,3,Best Director|Best Picture|Best Actress,2001,10,19,5
2004,Hellboy,tt0167190,PG-13,122,Action|Fantasy|Horror,6.80000019,72,"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",250754,59040000,2004-04-02,602,243,1092,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Makeup and Hairstyling,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2004,4,2,5
2003,The Lord of the Rings: The Return of the King,tt0167260,PG-13,201,Adventure|Drama|Fantasy,8.89999962,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,1264277,377020000,2003-12-17,3213,325,327,48,72,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,11,"Best Motion Picture of the Year|Best Achievement in Directing|Best Adapted Screenplay|Best Film Editing|Best Art Direction-Set Decoration|Best Costume Design|Best Makeup|Best Music, Original Score|Best Music, Original Song|Best Sound Mixing|Best Visual Effects",4,Best Director - Motion Picture|Best Original Score - Motion Picture|Best Original Song - Motion Picture|Best Motion Picture - Drama,4,Best Director - Motion Picture|Best Original Score - Motion Picture|Best Original Song - Motion Picture|Best Motion Picture - Drama,5,|Best Film|Best Screenplay - Adapted|Best Cinematography|Best Achievement in Special Visual Effects,14,|Best Film|Best Screenplay - Adapted|Best Cinematography|Best Achievement in Special Visual Effects||Best Feature Film|Best Performance by an Actor in a Supporting Role|Best Editing|Best Production Design|Best Costume Design|Best Sound|Best Make Up/Hair|,1,Outstanding Performance by a Cast in a Motion Picture,1,Outstanding Performance by a Cast in a Motion Picture,5,Favorite Film Franchise|Best Picture|Best Acting Ensemble|Best Director|Best Composer,5,Favorite Film Franchise|Best Picture|Best Acting Ensemble|Best Director|Best Composer,1,Outstanding Directorial Achievement in Motion Pictures,1,Outstanding Directorial Achievement in Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,1,Period or Fantasy Film,1,Period or Fantasy Film,0,,1,Best Adapted Screenplay,1,Excellence in Period/Fantasy Film,1,Excellence in Period/Fantasy Film,16,"Motion Picture|Best Picture|Best Ensemble|Best Director|Best Writing, Screenplay Based on Material from Another Medium|Best Music, Original Score|Best Music, Original Song|Best Film Editing|Best Cinematography|Best Production Design|Best Costume Design|Best Makeup and Hairstyling|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects|Best Cinematic Moment",22,"Motion Picture|Best Picture|Best Ensemble|Best Director|Best Writing, Screenplay Based on Material from Another Medium|Best Music, Original Score|Best Music, Original Song|Best Film Editing|Best Cinematography|Best Production Design|Best Costume Design|Best Makeup and Hairstyling|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects|Best Cinematic Moment|Best Supporting Actor|Best Casting|Best Titles Sequence|Best Cinematic Moment|Best Cinematic Moment|Best Official Film Website",9,Best Picture|Best Director|Best Adapted Screenplay|Best Cinematography|Best Original Score|Best Visual Effects|Best Art Direction|Best Costume Design|Best Sound,11,Best Picture|Best Director|Best Adapted Screenplay|Best Cinematography|Best Original Score|Best Visual Effects|Best Art Direction|Best Costume Design|Best Sound|Best Supporting Actor|Best Supporting Actor,0,,1,Favorite Move Fan Following,0,,2,Film of the Year|Director of the Year,1,Best Edited Feature Film - Dramatic,1,Best Edited Feature Film - Dramatic,0,,0,,0,,1,Best Movie of the Decade,0,,0,,0,,1,Best Director,1,Best Film,2,Best Film|Best Director,2,Best Director|Best Production Design,2,Best Director|Best Production Design,2003,12,17,3
2002,The Lord of the Rings: The Two Towers,tt0167261,PG-13,179,Adventure|Drama|Fantasy,8.69999981,88,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",1145458,340480000,2002-12-18,2424,292,590,25,60,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,Best Sound Editing|Best Visual Effects|Best Motion Picture of the Year|Best Art Direction-Set Decoration|Best Film Editing|Best Sound,0,,2,Best Motion Picture - Drama|Best Director - Motion Picture,3,|Best Costume Design|Best Achievement in Special Visual Effects,11,|Best Costume Design|Best Achievement in Special Visual Effects|Best Feature Film|Best Film|Best Cinematography|Best Production Design|Best Editing|Best Sound|Best Make Up/Hair|,0,,1,Outstanding Performance by the Cast of a Theatrical Motion Picture,2,Favorite Film Franchise|Best Digital Acting Performance,4,Favorite Film Franchise|Best Digital Acting Performance|Best Picture|Best Composer,0,,1,Outstanding Directorial Achievement in Motion Pictures,0,,1,Outstanding Producer of Theatrical Motion Pictures,1,Period or Fantasy Film,1,Period or Fantasy Film,0,,0,,0,,1,Excellence in Period/Fantasy Film,11,Motion Picture|Best Picture|Best Director|Best Film Editing|Best Costume Design|Best Makeup and Hairstyling|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects|Best Cinematic Moment|Best Official Film Website,20,"Motion Picture|Best Picture|Best Director|Best Film Editing|Best Costume Design|Best Makeup and Hairstyling|Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects|Best Cinematic Moment|Best Official Film Website|Best Supporting Actor|Best Ensemble|Best Casting|Best Writing, Screenplay Based on Material from Another Medium|Best Music, Original Score|Best Music, Original Song|Best Cinematography|Best Production Design|Best Cinematic Moment",7,Best Picture|Best Director|Best Ensemble|Best Visual Effects|Best Editing|Best Sound|Top Ten Films of the Year,13,Best Picture|Best Director|Best Ensemble|Best Visual Effects|Best Editing|Best Sound|Top Ten Films of the Year|Best Supporting Actor|Best Adapted Screenplay|Best Cinematography|Best Original Score|Best Art Direction|Best Costume Design,1,Favorite Dramatic Motion Picture,2,Favorite Move Fan Following|Favorite Dramatic Motion Picture,0,,1,Director of the Year,0,,1,Best Edited Feature Film - Dramatic,0,,0,,0,,1,Best Movie of the Decade,0,,0,,0,,0,,0,,0,,0,,0,,2002,12,18,3
2000,Dancer in the Dark,tt0168629,R,140,Crime|Drama|Musical,8.0,61,"An east European girl goes to America with her young son, expecting it to be like a Hollywood film.",82205,4160000,2000-10-06,693,125,3270,3,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,"Best Music, Original Song",0,,2,Best Performance by an Actress in a Motion Picture - Drama|Best Original Song - Motion Picture,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"Best Music, Original Song",6,"Best Music, Original Song|Best Breakthrough Performance - Female|Best Writing, Screenplay Written Directly for the Screen|Best Music, Original Score|Best Music, Original Song|Best Cinematic Moment",2,Best Cinematic Debut/Breakthrough|Top Ten Films of the Year,7,Best Cinematic Debut/Breakthrough|Top Ten Films of the Year|Best Picture|Best Actress|Best Director|Best Original Score|Best Film Editing,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Actress,0,,1,Best Music,2000,10,6,5
2001,Lagaan: Once Upon a Time in India,tt0169102,PG,224,Adventure|Drama|Musical,8.19999981,84,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,77479,,2002-05-08,248,69,3473,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Best Foreign Language Film,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2002,5,8,3
2000,How the Grinch Stole Christmas,tt0170016,PG,104,Comedy|Family|Fantasy,6.0,46,"On the outskirts of Whoville, there lives a green, revenge-seeking Grinch who plans on ruining the Christmas holiday for all of the citizens of the town.",150313,260030000,2000-11-17,489,176,1593,2,9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,Best Makeup|Best Costume Design|Best Art Direction-Set Decoration,0,,1,Best Performance by an Actor in a Motion Picture - Comedy or Musical,1,Best Make Up/Hair,1,Best Make Up/Hair,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Period or Fantasy Film,0,,0,,1,Excellence in Period/Fantasy Film,1,Excellence in Period/Fantasy Film,0,,4,"Best Music, Adapted Song|Best Production Design|Best Costume Design|Best Makeup and Hairstyling",0,,0,,0,,0,,0,,1,Actor of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2000,11,17,5
2003,Bad Boys II,tt0172156,R,147,Action|Comedy|Crime,6.5999999,38,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida.,183145,138400000,2003-07-18,513,94,1569,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2003,7,18,5
2000,Gladiator,tt0172495,R,155,Action|Adventure|Drama,8.5,64,"When a Roman general is betrayed and his family murdered by an emperor's corrupt son, he comes to Rome as a gladiator to seek revenge.",1024040,187670000,2000-05-05,2380,265,365,18,51,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,12,"Best Motion Picture of the Year|Best Performance by an Actor in a Leading Role|Best Costume Design|Best Sound|Best Effects, Visual Effects|Best Performance by an Actor in a Supporting Role|Best Achievement in Directing|Best Original Screenplay|Best Cinematography|Best Film Editing|Best Music, Original Score|Best Art Direction-Set Decoration",2,Best Motion Picture - Drama|Best Original Score - Motion Picture,5,Best Motion Picture - Drama|Best Original Score - Motion Picture|Best Director - Motion Picture|Best Performance by an Actor in a Motion Picture - Drama|Best Performance by an Actor in a Supporting Role in a Motion Picture,5,|Best Film|Best Cinematography|Best Production Design|Best Editing,15,|Best Film|Best Cinematography|Best Production Design|Best Editing||Best Screenplay - Original|Best Performance by an Actor in a Leading Role|Best Performance by an Actor in a Supporting Role|Best Performance by an Actor in a Supporting Role|Best Costume Design|Best Sound|Best Achievement in Special Visual Effects|Best Make Up/Hair|,0,,3,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Male Actor in a Supporting Role|Outstanding Performance by the Cast of a Theatrical Motion Picture,6,Best Picture|Best Actor|Best Supporting Actor|Best Score|Best Cinematography|Best Production Design,7,Best Picture|Best Actor|Best Supporting Actor|Best Score|Best Cinematography|Best Production Design|Best Director,0,,1,Outstanding Directorial Achievement in Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,1,Outstanding Producer of Theatrical Motion Pictures,1,Period or Fantasy Film,1,Period or Fantasy Film,0,,0,,0,,0,,0,,5,"Best Director|Best Music, Original Score|Best Production Design|Best Sound Mixing|Best Sound Effects Editing",1,Top Ten Films of the Year,8,Top Ten Films of the Year|Best Actor|Best Supporting Actor|Best Original Score|Best Cinematography|Best Film Editing|Best DVD|Best DVD Commentary,0,,0,,1,Actor of the Year,3,Actor of the Year|Film of the Year|British Director of the Year,1,Best Edited Feature Film - Dramatic,1,Best Edited Feature Film - Dramatic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Production Design,2000,5,5,5
2000,Scary Movie,tt0175142,R,88,Comedy,6.19999981,48,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",192128,157000000,2000-07-07,895,94,1213,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2000,7,7,5
2000,The Perfect Storm,tt0177971,PG-13,130,Action|Adventure|Drama,6.4000001,59,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,135888,182620000,2000-06-30,781,229,3304,1,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,"Best Sound|Best Effects, Visual Effects",0,,0,,1,Best Achievement in Special Visual Effects,2,Best Achievement in Special Visual Effects|Best Sound,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Contemporary Film,0,,0,,0,,0,,0,,4,Best Sound Mixing|Best Sound Effects Editing|Best Visual Effects|Best Titles Sequence,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2000,6,30,5
2000,Quills,tt0180073,R,124,Biography|Drama,7.4000001,70,"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",45631,7060000,2000-12-25,313,132,3271,3,23,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,3,Best Performance by an Actor in a Leading Role|Best Costume Design|Best Art Direction-Set Decoration,0,,2,Best Performance by an Actor in a Motion Picture - Drama|Best Screenplay - Motion Picture,0,,4,Best Performance by an Actor in a Leading Role|Best Production Design|Best Costume Design|Best Make Up/Hair,0,,2,Outstanding Performance by a Male Actor in a Leading Role|Outstanding Performance by a Female Actor in a Supporting Role,1,Best Supporting Actor,3,Best Supporting Actor|Best Actor|Best Picture,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Excellence in Period/Fantasy Film,1,Best First Screenplay,5,Best First Screenplay|Best Actor|Best Supporting Actor|Best Costume Design|Best Official Film Website,1,Top Ten Films of the Year,3,Top Ten Films of the Year|Best Actor|Best Screenplay,0,,0,,0,,3,Director of the Year|British Actress of the Year|British Supporting Actor of the Year,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2000,12,25,1
2000,Requiem for a Dream,tt0180093,R,102,Drama,8.39999962,68,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,596759,3610000,2000-12-15,1930,238,245,9,28,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,Best Performance by an Actress in a Leading Role,0,,1,Best Performance by an Actress in a Motion Picture - Drama,0,,0,,0,,1,Outstanding Performance by a Female Actor in a Leading Role,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,Best Actress|Best Film Editing|Best Official Film Website,13,"Best Actress|Best Film Editing|Best Official Film Website|Best Picture|Best Ensemble|Best Director|Best Writing, Screenplay Based on Material from Another Medium|Best Music, Original Score|Best Cinematography|Best Makeup and Hairstyling|Best Sound Effects Editing|Best Cinematic Moment|Best Cinematic Moment",5,Best Actress|Best Director|Best Original Score|Best Film Editing|Top Ten Films of the Year,9,Best Actress|Best Director|Best Original Score|Best Film Editing|Top Ten Films of the Year|Best Picture|Best Supporting Actress|Best Cinematography|Best Ensemble,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Best Movie of the Decade,0,,0,,1,Best Actress,2,Best Actress|Best Cinematography,0,,1,Best Supporting Actress,0,,0,,2000,12,15,5
